log_eta,log_beta,log_epsilon,log_xc
-0.08494109326582566,1.3250256354622576,0.18531600837019208,0.18053763678251486
-0.7169079648636808,1.2942135143578155,0.17517313085015607,0.44048121554590075
5.771549562191312,-2.5905463916128015,-1.0660860605067484,4.9704117168472415
3.7845805115265843,-2.05888100219254,-1.9659117715836993,-2.5180715604415806
-2.813644489112387,1.0859030600377957,0.18996426233393815,-0.4267159496109501
-3.277865450008308,0.914287834528103,0.20900410376345757,-1.6123743629796585
4.079218498488383,0.37446211598831963,0.24239708117083802,-1.1352874218674276
3.1653528782133864,-2.4660832453666632,0.11587519083716691,1.2822713464334532
3.2893122904922176,-1.4908095717085463,0.09866137480558512,1.2927406473456677
4.048788796682765,-2.5949910276428163,-0.052731789052455014,2.9729597967206347
-3.8825060573551022,0.766741678547604,0.281830835288142,-2.169776958325976
-3.5033323341448894,0.9333401890318364,0.22370356346013143,-1.070456863610369
-4.206534959240014,0.8661207414987336,0.20548703277345748,-1.175636136317565
-1.7122672644311998,1.1615765282928219,0.18084120911218018,0.09155833932053292
-1.8581157186096677,1.1178282802367185,0.20837350390795573,-0.6240158306805471
-3.098432258852504,0.841671887610292,0.3854093723440313,-3.7201461678492707
-1.3168150056604386,1.3412832960049248,0.1310258860243294,1.815170288109384
3.0191164420503593,-1.8858525812423141,0.2293506870882409,0.2611282640863595
-0.5952356010147393,1.1487633688178105,0.10018711433186112,1.2278570391498127
