log_eta,log_beta,log_epsilon,log_xc
7.227896645542514,13.993423392617139,-2.9997494464248065,3.391147045808654
7.9988873853023685,14.288083340715133,-3.4890943340009963,3.752722420909661
-6.612868402753525,-8.003170785270955,5.971888451528605,8.716270581878204
-4.620716909726391,-2.569417673992836,3.9379925218425407,1.4834210718506133
10.332492024160926,19.611457773439678,-3.3013513092688322,2.9195529268151734
10.875651182299839,20.24895800362185,-4.15389070873202,1.6308079381702927
0.7675270026541752,5.387467567545716,0.8843169025684935,1.3023691261821293
0.41970621392384133,1.739860772539187,0.5728893018100462,5.283356001407877
-0.09546691878736546,3.28160852075438,0.847863909747054,6.007436316617681
-1.740210774198196,-1.401597973077872,1.991715430776831,8.057869923516257
11.717416464908327,22.85446230812193,-3.9927524915188006,1.0050339417085437
11.155844871062973,22.08354623894775,-3.152437333209762,2.2484456468933973
11.976625041512778,22.844629750268673,-3.9979100907647385,2.097527009226221
9.102137111570308,17.957699738786737,-2.7288987423388,3.383712067321136
9.252724421217833,18.06954653641645,-3.183868990680344,2.653453209898991
10.74816880329045,21.156907883141812,-4.546339946532259,-0.8141855089370014
8.747833845372064,16.942164250053494,-2.900103458468151,5.277272467952287
0.7963810466979118,2.654396311703032,-1.4872478059988716,3.789810172692377
6.762614884330891,14.532589429463457,-0.6599881344179857,6.12771816860301
