death times,events
4.876112251882272,1
4.919917864476386,1
7.753593429158111,1
5.5277207392197125,1
6.231348391512663,1
5.429158110882957,1
4.58590006844627,1
5.327857631759069,1
6.146475017111568,1
6.198494182067077,1
5.338809034907597,1
5.308692676249144,1
5.08145106091718,1
4.744695414099931,1
6.261464750171116,1
5.634496919917864,1
4.4490075290896645,1
4.550308008213553,1
4.906228610540725,1
3.800136892539357,1
4.046543463381246,1
4.16974674880219,1
3.2224503764544834,1
7.186858316221766,1
4.470910335386721,1
6.93223819301848,1
5.7440109514031485,1
5.530458590006845,1
5.007529089664613,1
4.876112251882272,1
5.026694045174538,1
4.9664613278576315,1
5.993155373032169,1
4.6269678302532515,1
3.6303901437371664,1
5.623545516769336,1
4.432580424366872,1
3.381245722108145,1
3.186858316221766,1
4.435318275154004,1
3.132101300479124,1
5.976728268309377,1
7.403148528405202,1
3.7453798767967146,1
2.757015742642026,1
3.6550308008213555,1
5.8261464750171115,1
4.714579055441479,1
3.5044490075290895,1
7.479808350444901,1
8.02464065708419,1
6.275154004106776,1
3.405886379192334,1
3.4442162902121836,1
3.1759069130732374,1
4.555783709787817,1
3.167693360711841,1
5.522245037645448,1
4.553045859000685,1
2.7624914442162902,1
5.653661875427789,1
3.9835728952772076,1
3.162217659137577,1
6.844626967830253,1
4.035592060232717,1
5.314168377823409,1
5.678302532511978,1
5.560574948665297,1
5.601642710472279,1
4.131416837782341,1
4.1067761806981515,1
5.623545516769336,1
2.704996577686516,1
3.7152635181382614,1
4.024640657084189,1
4.188911704312115,1
2.5626283367556466,1
6.447638603696099,1
3.898699520876112,1
1.5879534565366187,1
5.215605749486653,1
6.321697467488022,1
3.9370294318959616,1
6.6036960985626285,1
4.39151266255989,1
7.704312114989733,1
4.180698151950718,1
6.822724161533197,1
2.5872689938398357,1
1.9603011635865846,1
5.379876796714579,1
2.5626283367556466,1
4.714579055441479,1
3.359342915811088,1
3.080082135523614,1
5.0951403148528405,1
2.8501026694045173,1
2.617385352498289,1
2.891170431211499,1
4.714579055441479,1
3.326488706365503,1
4.462696783025325,1
5.158110882956879,1
3.564681724845996,1
2.9897330595482545,1
7.24435318275154,1
6.116358658453114,1
2.6611909650924024,1
6.464065708418891,1
4.347707049965777,1
3.7207392197125255,1
6.269678302532512,1
7.337440109514032,1
6.264202600958248,1
3.033538672142368,1
4.145106091718001,1
5.04312114989733,1
5.618069815195072,1
5.426420260095825,1
7.3347022587268995,1
3.5181382614647503,1
6.767967145790554,1
4.334017796030117,1
2.1437371663244353,1
5.352498288843258,1
6.915811088295688,1
5.7878165639972625,1
3.597535934291581,1
4.509240246406571,1
2.00684462696783,1
3.353867214236824,1
5.685430577737214,1
3.2617584353689826,1
6.784394250513347,1
4.535261173219766,1
3.8220396988364134,1
1.5633127994524298,1
5.371663244353183,1
4.002737850787132,1
4.334017796030117,1
3.6303901437371664,1
3.134839151266256,1
3.9835728952772076,1
4.583162217659138,1
4.999315537303217,1
3.7262149212867897,1
4.999315537303217,1
5.7878165639972625,1
3.1813826146475015,1
4.199863107460644,1
0.8706365503080082,1
6.754277891854894,1
3.7371663244353184,1
2.921286789869952,1
1.8617385352498288,1
3.8447594874134934,1
4.095824777549623,1
2.00684462696783,1
4.010951403148528,1
2.108145106091718,1
6.715947980835044,1
2.0314852840520192,1
5.305954825462012,1
6.581793292265571,1
6.160164271047228,1
3.463381245722108,1
3.1047227926078027,1
2.1738535249828885,1
5.618069815195072,1
5.812457221081451,1
4.2217659137577,1
3.994524298425736,1
2.0944558521560577,1
1.1690622861054072,1
4.440793976728268,1
2.532511978097194,1
4.48186173853525,1
1.1197809719370295,1
0.6707734428473648,1
1.5496235455167693,1
4.158795345653662,1
3.164955509924709,1
4.999315537303217,1
0.487337440109514,1
4.503764544832307,1
4.399726214921286,1
2.8528405201916494,1
0.999315537303217,1
1.998631074606434,1
5.993155373032169,1
1.6947296372347707,1
5.467488021902806,1
5.207392197125257,1
3.5564681724845997,1
3.4250513347022586,1
2.2313483915126624,1
4.490075290896646,1
2.1464750171115674,1
0.6625598904859685,1
0.4681724845995893,1
2.513347022587269,1
2.2861054072553046,1
6.012320328542095,1
6.009582477754963,1
0.5065023956194388,1
1.325119780971937,1
4.999315537303217,1
4.008213552361396,1
2.9869952087611225,1
7.312799452429843,1
3.238877481177276,1
1.6427104722792607,1
5.9986310746064335,1
4.0,1
2.5598904859685145,1
3.0006844626967832,1
5.492128678986996,1
2.674880219028063,1
5.002053388090349,1
3.4250513347022586,1
3.0171115674195756,1
3.0198494182067077,1
3.0171115674195756,1
6.414784394250513,1
1.998631074606434,1
6.1273100616016425,1
5.240246406570842,1
4.843258042436688,1
0.837782340862423,1
3.0061601642710474,1
0.996854228458441,1
1.0787132101300478,1
5.746748802190281,1
4.602327173169062,1
4.317590691307323,1
8.038329911019849,1
4.862422997946612,1
4.517453798767967,1
4.0,1
2.8747433264887063,1
2.0095824777549622,1
4.15605749486653,1
6.997946611909651,1
3.4387405886379194,1
0.8323066392881588,1
1.4948665297741273,1
5.100616016427105,1
3.0006844626967832,1
2.524298425735797,1
6.291581108829569,1
3.8193018480492813,1
5.437371663244353,1
6.50239561943874,1
2.510609171800137,1
0.5420944558521561,1
4.999315537303217,1
7.030800821355236,1
4.0,1
3.0006844626967832,1
2.11088295687885,1
2.1218343600273784,1
1.45927446954141,1
4.0,1
4.810403832991102,1
4.867898699520876,1
1.002053388090349,1
5.174537987679671,1
5.9986310746064335,1
2.9979466119096507,1
5.106091718001369,1
5.0102669404517455,1
1.2320328542094456,1
7.000684462696783,1
3.975359342915811,1
7.665982203969883,1
2.4941820670773445,1
2.8720054757015743,1
3.8466803559206024,1
0.5366187542778919,1
3.077344284736482,1
3.0636550308008212,1
0.2464065708418891,1
0.36413415468856947,1
2.532511978097194,1
0.7529089664613279,1
2.1601642710472277,1
6.245037645448323,1
5.9986310746064335,1
4.035592060232717,1
1.6344969199178645,1
0.2464065708418891,1
7.452429842573579,1
4.5338809034907595,1
5.9986310746064335,1
3.7399041752224504,1
7.225188227241615,1
1.839835728952772,1
3.0006844626967832,1
0.999315537303217,1
4.517453798767967,1
1.998631074606434,1
2.3655030800821355,1
5.653661875427789,1
1.4948665297741273,1
5.557837097878165,1
4.0,1
2.132785763175907,1
2.4941820670773445,1
6.031485284052019,1
0.813141683778234,1
5.032169746748802,1
4.271047227926078,1
4.186173853524983,1
3.19233401779603,1
7.665982203969883,1
6.6885694729637235,1
5.23750855578371,1
5.2265571526351815,1
6.52703627652293,1
7.488021902806297,1
6.346338124572211,1
5.229295003422314,1
4.900752908966461,1
4.583162217659138,1
5.037645448323066,1
6.442162902121835,1
6.16290212183436,1
5.292265571526352,1
7.405886379192334,1
3.8740588637919235,1
5.075975359342916,1
4.933607118412047,1
4.372347707049966,1
6.830937713894593,1
3.345653661875428,1
4.224503764544832,1
6.573579739904175,1
4.947296372347707,1
9.820670773442847,1
4.372347707049966,1
5.2648870636550305,1
3.468856947296372,1
5.538672142368241,1
4.843258042436688,1
5.61533196440794,1
6.108145106091718,1
2.9048596851471595,1
8.073921971252567,1
3.7344284736481863,1
4.70362765229295,1
3.370294318959617,1
3.5345653661875427,1
7.515400410677618,1
2.3381245722108144,1
2.5544147843942504,1
7.02258726899384,1
5.6125941136208075,1
2.6119096509240247,1
2.976043805612594,1
2.937713894592745,1
6.598220396988364,1
2.0095824777549622,1
2.3928815879534566,1
3.373032169746749,1
5.839835728952772,1
5.221081451060917,1
3.8165639972621492,1
5.952087611225188,1
3.79192334017796,1
4.098562628336755,1
3.1129363449691994,1
3.912388774811773,1
4.032854209445585,1
7.000684462696783,1
5.045859000684462,1
