death times,events
800,1
800,1
1000,1
700,1
738,1
807,1
1012,1
919,1
541,1
683,1
969,1
714,1
962,1
738,1
962,1
1103,1
917,0
917,0
238,1
917,0
821,1
578,1
896,1
1212,1
895,1
798,1
1063,1
699,1
747,1
970,1
815,1
858,1
1097,1
974,1
994,1
512,1
962,1
999,1
843,1
843,1
737,1
709,1
940,1
794,1
910,1
787,1
935,1
935,1
961,1
941,1
879,1
696,1
741,1
1050,1
786,1
904,1
719,1
937,1
775,1
747,1
562,1
715,1
1042,1
484,1
625,1
863,1
680,1
899,1
692,1
726,1
847,1
888,1
1106,1
705,1
580,1
1161,1
1028,1
946,1
715,1
982,1
534,1
1188,1
1009,1
856,1
916,1
865,1
860,1
801,1
994,1
1021,1
791,1
741,1
994,1
850,1
1052,1
1078,1
945,1
985,1
124,0
604,1
988,1
124,0
831,1
803,1
171,0
171,0
171,0
171,0
973,1
1010,1
1005,1
638,1
909,1
1093,1
1111,1
892,1
270,0
270,0
270,0
270,0
793,1
729,1
798,1
546,1
1021,1
1159,1
958,1
991,1
939,1
957,1
1006,1
939,1
703,1
675,1
944,1
709,1
1044,1
1178,1
1126,1
673,1
959,1
929,1
938,1
920,1
496,1
868,1
848,1
1125,1
641,0
641,0
641,0
1006,0
835,1
803,1
945,1
1146,1
665,1
1210,1
1122,1
583,1
907,1
887,1
613,1
905,1
858,1
703,1
804,1
922,1
1111,1
637,1
427,1
1039,1
1032,1
927,1
800,1
709,1
893,1
1037,1
942,1
861,1
911,1
1022,1
1050,1
568,1
722,1
687,1
504,1
772,1
826,1
971,1
1008,1
936,1
1036,1
764,1
906,1
919,1
1048,1
941,1
423,1
1119,1
906,1
1021,1
989,1
695,1
749,1
1115,1
811,1
867,1
739,1
977,1
707,1
618,1
1087,1
859,1
777,1
718,1
1029,1
973,1
1065,1
808,1
861,1
695,1
773,1
948,1
685,1
1147,1
1019,1
1017,1
701,1
732,1
900,1
998,1
794,1
268,1
975,1
958,1
863,1
740,1
1188,1
1040,1
922,1
1131,1
891,1
776,1
1012,1
1169,1
803,1
983,1
806,1
668,1
1153,1
489,1
1046,1
796,1
792,1
1093,1
825,1
879,1
786,1
631,1
1072,1
943,1
929,1
1043,1
840,1
508,1
800,1
847,1
801,1
966,1
671,1
937,1
670,1
967,1
690,1
902,1
916,1
903,1
665,1
1076,1
709,1
923,1
1004,1
881,1
717,1
660,1
88,1
875,1
963,1
1005,1
886,1
952,1
700,1
895,1
719,1
749,1
1214,1
557,1
858,1
890,1
1043,1
1005,1
903,1
767,1
781,1
679,1
872,1
1229,1
519,1
918,1
1165,1
807,1
991,1
1188,1
1110,1
923,1
698,1
342,1
735,1
862,1
763,1
811,1
911,1
902,1
748,1
806,1
919,1
916,1
582,1
644,1
632,1
1105,1
906,1
967,1
871,1
991,1
1072,1
967,1
140,1
531,1
898,1
637,1
856,1
919,1
817,1
1058,1
902,1
900,1
671,1
860,1
540,1
836,1
864,1
903,1
1136,1
913,1
834,1
741,1
636,1
1156,1
728,1
842,1
888,1
860,1
920,1
965,1
720,1
682,1
881,1
713,1
797,1
916,1
1100,1
839,1
1168,1
772,1
684,1
933,1
930,1
53,0
892,1
971,1
860,1
998,1
328,1
897,1
1111,1
1009,1
908,1
983,1
973,1
1006,1
924,1
1043,1
683,1
722,1
717,1
1067,1
718,1
815,1
652,1
932,1
935,1
1060,0
1082,1
932,1
855,1
918,1
702,1
802,1
878,1
817,1
701,1
946,1
756,1
651,1
782,1
827,1
731,1
829,1
864,1
1056,1
686,1
813,1
924,1
1082,1
996,1
1114,1
1125,1
1066,1
723,1
1023,1
1059,1
1149,1
942,1
1132,1
721,1
862,1
818,1
1013,1
1230,1
712,1
1091,1
722,1
577,1
610,1
910,1
809,1
854,1
517,1
680,1
858,1
967,1
1036,1
1018,1
752,1
1056,1
697,1
782,1
630,1
863,1
1144,1
1248,1
587,1
891,1
678,1
833,1
939,1
1063,1
804,1
1016,1
1149,1
831,1
697,1
799,1
994,1
891,1
899,1
1094,1
772,1
730,1
622,1
1010,1
614,1
895,1
438,1
927,1
282,1
835,1
1152,1
830,1
822,1
961,1
880,1
936,1
1089,1
625,1
1009,1
748,1
859,1
860,1
1061,1
1122,1
912,1
912,1
912,1
1160,1
815,1
982,1
751,1
1145,1
753,1
790,1
863,1
928,1
940,1
1038,1
896,1
1077,1
1086,1
1018,1
51,0
774,1
860,1
1281,1
970,1
1130,1
897,1
1020,1
1008,1
984,1
659,1
881,1
905,1
886,1
684,1
1226,1
837,1
700,1
880,1
926,1
935,1
984,1
827,1
1159,1
867,1
928,1
964,1
655,1
1173,1
729,1
962,1
29,0
29,0
27,0
27,0
644,1
776,1
919,1
811,1
933,1
583,1
876,1
1016,1
766,1
737,1
699,1
650,1
915,1
850,1
1001,1
934,1
742,1
999,1
912,1
859,1
963,1
1013,1
618,1
798,1
838,1
851,1
916,1
161,1
1058,1
730,1
920,1
647,1
739,1
937,1
711,1
891,1
695,1
847,1
983,1
850,1
588,1
1087,1
829,1
961,1
681,1
986,1
1001,1
1008,1
880,1
596,1
1077,1
780,1
995,1
700,1
804,1
846,1
148,1
804,1
881,1
772,1
555,0
729,0
729,0
622,0
1019,1
840,1
648,1
934,1
1020,1
843,1
915,1
458,1
828,1
962,1
956,1
1216,1
1021,1
1261,1
958,1
916,1
660,0
712,0
712,0
712,0
691,0
691,0
691,0
691,0
959,1
880,1
873,1
836,1
1034,0
1034,0
1034,0
1034,0
917,1
1078,1
1057,1
1106,1
677,0
677,0
677,0
677,0
659,0
659,0
659,0
659,0
896,1
886,1
918,1
679,1
1105,1
575,1
882,1
652,1
905,1
811,1
923,1
895,1
981,0
981,0
646,0
849,0
973,1
946,1
417,1
811,1
739,1
903,1
1154,1
938,1
863,1
827,1
1025,1
675,1
866,1
831,1
624,1
830,1
684,1
813,1
761,1
830,1
956,1
1052,1
774,1
719,1
891,1
710,1
960,1
895,1
819,1
878,1
511,1
564,1
795,1
911,1
788,1
938,1
514,1
862,1
919,0
1035,1
1032,1
1056,1
766,1
1005,1
705,1
929,1
942,1
851,1
1232,1
1248,1
922,1
432,1
843,1
937,1
774,1
825,1
961,1
857,1
1086,1
815,1
1129,1
909,1
1110,1
809,1
882,1
1079,1
1011,1
905,1
1004,1
935,1
698,1
828,1
1005,1
1005,1
1001,1
423,1
681,1
968,1
1099,1
504,1
923,1
907,1
640,1
880,1
1015,1
1069,1
990,1
966,1
929,0
474,1
929,0
929,0
791,1
980,1
1064,1
1185,1
519,1
918,0
777,1
889,1
902,0
714,1
773,1
844,1
533,1
720,1
509,1
902,1
794,1
909,1
781,1
737,1
943,1
886,1
819,1
846,1
872,0
761,1
615,1
802,1
1057,1
891,1
592,1
970,1
835,1
901,1
700,1
715,1
1105,1
905,1
762,1
865,1
748,1
958,1
774,1
701,1
657,1
1192,1
966,1
1156,1
1135,1
939,1
886,1
906,1
725,1
683,1
964,1
999,1
785,1
807,1
812,1
752,1
842,1
900,1
1059,1
1157,1
1010,1
948,1
978,1
889,1
759,1
800,1
938,1
838,1
943,1
1105,1
982,1
1125,1
664,1
1118,1
810,1
608,1
661,1
601,1
741,1
1058,1
979,1
832,1
1133,1
938,1
1252,1
736,1
1021,1
443,1
1078,1
1025,1
878,1
732,1
745,1
903,1
930,1
656,1
991,1
818,1
768,1
973,1
1340,1
1200,1
1099,1
754,1
832,0
882,0
608,1
753,1
691,1
705,1
794,1
578,1
1111,1
780,1
1081,1
907,1
1088,1
1256,1
723,1
741,1
1154,1
703,1
533,1
813,1
889,1
902,1
1058,1
618,1
1211,1
1031,1
860,1
701,1
617,1
1071,1
555,1
550,1
1223,1
759,1
808,1
957,1
1026,1
769,1
944,1
832,1
994,1
1024,1
1056,1
811,1
981,1
212,1
871,1
738,1
807,1
832,1
1000,1
892,1
839,1
910,1
763,1
1214,1
391,1
810,1
920,1
860,1
891,1
683,1
809,1
1035,1
377,1
459,1
78,0
78,0
78,0
78,0
752,1
724,1
1011,1
865,1
615,1
458,1
948,1
984,1
814,1
361,1
1016,1
857,1
921,1
758,1
862,1
767,1
965,1
149,1
994,1
848,1
654,1
927,1
1100,1
899,1
1181,1
753,1
904,1
901,1
962,1
901,1
1161,1
999,1
756,1
753,1
919,1
1057,1
1075,1
904,1
917,1
746,1
1143,1
796,1
783,1
973,1
917,1
661,1
718,1
487,1
781,1
1219,1
1031,1
529,1
926,1
825,1
1060,1
866,1
833,1
575,1
1134,1
890,1
968,1
686,1
1000,1
921,1
1055,1
900,1
915,1
724,1
986,1
1114,1
767,1
1023,1
1111,1
1124,1
643,1
868,1
776,1
832,1
838,1
887,1
1359,1
791,1
886,1
636,1
1140,1
1000,1
699,1
783,1
731,1
925,1
895,1
1119,1
942,1
801,1
1025,1
951,1
855,1
608,1
1095,1
753,1
932,1
871,1
1029,1
622,1
977,1
1042,1
835,1
617,1
1079,1
909,1
821,1
884,1
934,1
846,1
714,1
879,1
795,1
1000,1
760,1
682,1
1030,1
785,1
609,1
1020,1
654,1
