death times,events
18.14,1
15.71,1
17.05,1
17.25,1
18.17,1
16.48,1
11.51,1
20.13,1
5.93,1
18.58,1
14.68,1
13.85,1
12.42,1
6.35,1
9.68,1
15.69,1
9.34,1
17.52,1
6.18,1
17.13,1
12.86,1
11.53,1
9.81,1
6.4,1
17.37,1
16.41,1
17.05,1
16.08,1
12.14,1
13.46,1
11.47,1
6.63,1
18.06,1
17.02,1
15.25,1
16.17,1
17.29,1
13.88,1
13.52,1
12.07,1
9.63,1
4.82,1
12.1,1
13.67,1
4.08,1
16.76,1
16.43,1
17.2,1
13.29,1
18.61,1
18.09,1
7.22,1
24.83,1
19.29,1
17.6,1
19.52,1
18.81,1
15.43,1
17.88,1
14.08,1
17.27,1
16.5,1
10.93,1
10.22,1
10.36,1
9.88,1
19.39,1
18.72,1
21.22,1
17.4,1
19.69,1
18.85,1
16.71,1
17.03,1
16.04,1
15.12,1
16.29,1
14.33,1
15.49,1
14.4,1
5.46,1
15.27,1
15.9,1
16.15,1
14.11,1
13.88,1
6.89,1
14.75,1
12.24,1
12.24,1
19.01,1
13.78,1
20.9,1
19.54,1
15.2,1
16.94,1
16.32,1
13.47,1
15.13,1
21.51,1
14.87,1
15.62,1
21.64,1
14.08,1
15.6,1
14.12,1
13.64,1
14.25,1
11.11,1
11.26,1
17.41,1
13.74,1
10.33,1
15.51,1
18.11,1
17.86,1
16.28,1
18.52,1
17.28,1
11.52,1
20.07,1
18.75,1
18.52,1
13.6,1
17.47,1
16.56,1
14.61,1
8.33,1
15.16,1
11.68,1
13.8,1
11.51,1
15.1,1
14.66,1
9.23,1
12.33,1
12.6,1
8.57,1
12.61,1
10.41,1
8.87,1
11.71,1
10.55,1
10.3,1
8.04,1
9.89,1
10.26,1
6.61,1
11.73,1
5.85,1
8.34,1
7.58,1
6.51,1
6.05,1
6.41,1
13.41,1
14.08,1
12.96,1
19.98,1
17.3,1
9.55,1
17.3,1
15.85,1
8.72,1
12.88,1
12.67,1
12.93,1
12.12,1
7.03,1
13.28,1
10.81,1
10.26,1
6.4,1
11.24,1
6.31,1
20.04,1
15.85,1
15.37,1
14.79,1
9.99,1
6.53,1
6.35,1
10.03,1
17.45,1
15.85,1
15.58,1
13.11,1
7.76,1
11.01,1
10.25,1
13.3,1
13.78,1
13.65,1
19.09,1
13.65,1
10.87,1
11.22,1
16.68,1
9.32,1
12.9,1
17.52,1
13.88,1
12.95,1
17.67,1
20.62,1
19.13,1
12.98,1
13.04,1
18.23,1
17.57,1
11.27,1
7.03,1
9.74,1
12.42,1
19.08,1
10.4,1
16.1,1
21.22,1
20.9,1
12.0,1
18.77,1
21.12,1
17.15,1
6.74,1
11.11,1
17.26,1
18.23,1
8.13,1
18.94,1
18.89,1
14.25,1
11.16,1
9.2,1
14.52,1
18.95,1
6.43,1
17.08,1
11.17,1
6.76,1
11.77,1
14.31,1
17.51,1
13.27,1
13.17,1
8.22,1
10.98,1
17.36,1
16.3,1
15.0,1
22.18,1
21.53,1
20.35,1
18.07,1
