,mean,std,mode,percentile_16,percentile_50,percentile_95,max_likelihood,mode_overall
xc/eta,2635647.03,"[867432.537, 1292968.698]",2884668.88,"[2710978.911, 3199231.639]","[2204076.71, 3775419.661]","[1136445.25, 5711683.058]",1122588.712,1233179.453
beta/eta,2500.473,"[534.133, 679.223]",2513.934,"[2290.163, 2593.282]","[2290.163, 3124.819]","[1482.26, 4263.668]",3736.553,3620.366
xc^2/epsilon,9466.761,"[3908.748, 6657.628]",10612.686,"[9164.612, 11589.162]","[6834.262, 13819.92]","[3187.081, 27945.988]",3079.068,3559.502
xc,227.719,"[152.092, 457.956]",313.914,"[273.397, 433.359]","[157.301, 686.912]","[24.918, 1573.974]",299.931,195.835
ExtH,4.983,"[0.141, 0.145]",4.863,"[4.843, 4.875]","[4.827, 4.947]","[4.827, 5.306]",4.906,4.956
eta,8.3e-05,"[5.49e-05, 0.000162]",0.000182,"[0.000117, 0.000191]","[6.48e-05, 0.000283]","[1e-05, 0.00051]",0.000267,7.56e-05
beta,0.21,"[0.141, 0.425]",0.423,"[0.316, 0.504]","[0.198, 1.015]","[0.0242, 1.141]",0.998,0.224
epsilon,4.998,"[4.425, 38.614]",21.571,"[11.133, 28.641]","[2.455, 50.491]","[0.0818, 228.984]",29.216,3.275
sqrt(xc/eta),1623.748,"[295.048, 360.566]",1698.431,"[1612.773, 1751.995]","[1484.613, 1943.044]","[1066.042, 2389.913]",1059.523,1059.523
s= eta^0.5*xc^1.5/epsilon,5.835,"[1.662, 2.324]",6.498,"[5.832, 6.64]","[4.907, 7.558]","[2.922, 11.151]",2.906,2.906
beta*xc/epsilon,8.98,"[1.021, 1.152]",9.552,"[9.253, 9.861]","[8.682, 9.861]","[6.73, 11.2]",10.249,10.249
eta*xc/epsilon,0.00359,"[0.000466, 0.000536]",0.00359,"[0.00354, 0.00376]","[0.00333, 0.00399]","[0.00269, 0.00479]",0.00274,0.00274
Fx=beta^2/eta*xc,2.37,"[1.384, 3.326]",2.313,"[1.547, 2.506]","[1.547, 4.769]","[0.364, 17.264]",12.437,12.437
Dx =beta*epsilon/eta*xc^2,0.264,"[0.142, 0.308]",0.258,"[0.194, 0.273]","[0.154, 0.431]","[0.0491, 1.352]",1.214,1.214
Pk=beta*k/epsilon,0.0206,"[0.0142, 0.0459]",0.0122,"[0.0101, 0.0168]","[0.00607, 0.0318]","[0.00249, 0.215]",0.0171,0.0342
Fk=beta^2/eta*k,1054.855,"[729.371, 2363.801]",1424.109,"[1309.698, 2164.729]","[670.184, 3577.966]","[106.172, 8267.174]",7460.591,1322.704
Dk =beta*epsilon/eta*k^2,52211.46,"[46002.375, 386828.547]",161387.558,"[146192.885, 392974.516]","[30048.666, 583632.742]","[854.767, 1911901.134]",436671.727,156027.718
Fk^2/Dk=beta^3/eta*epsilon,21.655,"[13.564, 36.306]",22.151,"[16.033, 24.671]","[12.925, 47.093]","[2.86, 212.851]",127.465,111.069
epsilon/beta^2,115.437,"[60.478, 127.028]",117.194,"[108.431, 147.966]","[68.02, 172.849]","[19.615, 513.101]",29.314,65.458
k/beta,2.369,"[1.577, 4.716]",1.182,"[0.992, 1.582]","[0.699, 3.189]","[0.438, 20.668]",0.501,2.235
k^2/epsilon,0.0486,"[0.0429, 0.366]",0.0116,"[0.00872, 0.0224]","[0.00494, 0.102]","[0.00109, 3.052]",0.00856,0.0763
eta/xc,3.8e-07,"[1.25e-07, 1.87e-07]",3.77e-07,"[3.26e-07, 3.84e-07]","[2.65e-07, 4.54e-07]","[1.75e-07, 8.8e-07]",8.91e-07,8.11e-07
beta/xc,0.000951,"[0.000447, 0.000842]",0.000772,"[0.000734, 0.000991]","[0.000601, 0.00148]","[0.000245, 0.00363]",0.00333,0.00294
epsilon/xc^2,0.000106,"[4.38e-05, 7.46e-05]",8.38e-05,"[8.14e-05, 0.000103]","[6.82e-05, 0.000138]","[3.58e-05, 0.000314]",0.000325,0.000281
k/xc,0.00219,"[0.00146, 0.0044]",0.00159,"[0.00115, 0.00183]","[0.000728, 0.00318]","[0.000318, 0.0201]",0.00167,0.00255
best fit no ext hazard_MedianLifetime,4007.63,185.10999999999967,4007.63,"[3827.58, 4192.74]","[3827.58, 4192.74]","[3827.58, 4192.74]",4007.63,
best fit no ext hazard_MaxLifetime,6799.12,0,6799.12,"[6799.12, 6799.12]","[6799.12, 6799.12]","[6799.12, 6799.12]",6799.12,
best fit_MedianLifetime,3923.51,184.97000000000025,3923.51,"[3743.6000000000004, 4108.4800000000005]","[3743.6000000000004, 4108.4800000000005]","[3743.6000000000004, 4108.4800000000005]",3923.51,
best fit_MaxLifetime,6576.57,0,6576.57,"[6576.57, 6576.57]","[6576.57, 6576.57]","[6576.57, 6576.57]",6576.57,
data_MedianLifetime,3915.32,193.12999999999965,3915.32,"[3743.73, 4108.45]","[3743.73, 4108.45]","[3743.73, 4108.45]",3915.32,
data_MaxLifetime,6935.21,0,6935.21,"[6935.21, 6935.21]","[6935.21, 6935.21]","[6935.21, 6935.21]",6935.21,
ML_lnprob,-8450.4844673953,"[-8450.4844673953, -8450.4844673953]",-8450.4844673953,"[-8450.4844673953, -8450.4844673953]","[-8450.4844673953, -8450.4844673953]","[-8450.4844673953, -8450.4844673953]",-8450.4844673953,-8450.4844673953
