,mean,std,mode,percentile_16,percentile_50,percentile_95,max_likelihood,mode_overall
xc/eta,754938.527,"[9.31e-09, 9.43e-09]",754938.527,"[736547.649, 773788.607]","[736547.649, 773788.607]","[736547.649, 773788.607]",746962.854,746962.854
beta/eta,40182.759,"[0.0, 0.0]",40182.759,"[39985.387, 40381.105]","[39985.387, 40381.105]","[39985.387, 40381.105]",40268.864,40268.864
xc^2/epsilon,485.475,"[6.03e-12, 6.03e-12]",485.475,"[474.14, 497.081]","[474.14, 497.081]","[474.14, 497.081]",485.315,485.315
xc,16.37,"[7.46e-14, 7.11e-14]",16.37,"[15.902, 16.852]","[15.902, 16.852]","[15.902, 16.852]",15.961,15.961
ExtH,7.83,"[3.55e-15, 2.66e-15]",7.83,"[7.824, 7.837]","[7.824, 7.837]","[7.824, 7.837]",7.833,7.833
eta,2.12e-05,"[3.76e-19, 3.76e-19]",2.12e-05,"[2.06e-05, 2.18e-05]","[2.06e-05, 2.18e-05]","[2.06e-05, 2.18e-05]",2.14e-05,2.14e-05
beta,0.848,"[1.48e-14, 1.48e-14]",0.848,"[0.827, 0.87]","[0.827, 0.87]","[0.827, 0.87]",0.86,0.86
epsilon,0.532,"[1.09e-14, 1.09e-14]",0.532,"[0.501, 0.565]","[0.501, 0.565]","[0.501, 0.565]",0.525,0.525
sqrt(xc/eta),868.872,"[5.34e-12, 5.46e-12]",868.872,"[858.224, 879.653]","[858.224, 879.653]","[858.224, 879.653]",864.27,864.27
s= eta^0.5*xc^1.5/epsilon,0.555,"[3.55e-15, 3.55e-15]",0.555,"[0.546, 0.563]","[0.546, 0.563]","[0.546, 0.563]",0.562,0.562
beta*xc/epsilon,25.773,"[1.07e-14, 1.42e-14]",25.773,"[25.362, 26.191]","[25.362, 26.191]","[25.362, 26.191]",26.163,26.163
eta*xc/epsilon,0.000654,"[0.0, 0.0]",0.000654,"[0.000643, 0.000664]","[0.000643, 0.000664]","[0.000643, 0.000664]",0.00065,0.00065
Fx=beta^2/eta*xc,2119.235,"[2.82e-11, 2.82e-11]",2119.235,"[2052.51, 2188.129]","[2052.51, 2188.129]","[2052.51, 2188.129]",2170.9,2170.9
Dx =beta*epsilon/eta*xc^2,84.921,"[1.21e-12, 1.21e-12]",84.921,"[82.747, 87.152]","[82.747, 87.152]","[82.747, 87.152]",82.975,82.975
Pk=beta*k/epsilon,0.84,"[2.66e-15, 2.55e-15]",0.84,"[0.807, 0.875]","[0.807, 0.875]","[0.807, 0.875]",0.82,0.82
Fk=beta^2/eta*k,70007.511,"[1.37e-09, 1.37e-09]",70007.511,"[68297.283, 71760.566]","[68297.283, 71760.566]","[68297.283, 71760.566]",69300.572,69300.572
Dk =beta*epsilon/eta*k^2,80951.947,"[1.57e-09, 1.59e-09]",80951.947,"[76386.217, 85790.579]","[76386.217, 85790.579]","[76386.217, 85790.579]",84555.179,84555.179
Fk^2/Dk=beta^3/eta*epsilon,55615.457,"[7.93e-10, 7.93e-10]",55615.457,"[53360.687, 57965.504]","[53360.687, 57965.504]","[53360.687, 57965.504]",56798.05,56798.05
epsilon/beta^2,0.722,"[1.05e-14, 1.05e-14]",0.722,"[0.695, 0.75]","[0.695, 0.75]","[0.695, 0.75]",0.709,0.709
k/beta,0.589,"[1.03e-14, 1.02e-14]",0.589,"[0.575, 0.604]","[0.575, 0.604]","[0.575, 0.604]",0.581,0.581
k^2/epsilon,0.469,"[9.6e-15, 9.6e-15]",0.469,"[0.442, 0.498]","[0.442, 0.498]","[0.442, 0.498]",0.476,0.476
eta/xc,1.32e-06,"[1.65e-20, 1.65e-20]",1.32e-06,"[1.29e-06, 1.36e-06]","[1.29e-06, 1.36e-06]","[1.29e-06, 1.36e-06]",1.34e-06,1.34e-06
beta/xc,0.0526,"[6.8e-16, 6.8e-16]",0.0526,"[0.0511, 0.0541]","[0.0511, 0.0541]","[0.0511, 0.0541]",0.0539,0.0539
epsilon/xc^2,0.00206,"[2.56e-17, 2.56e-17]",0.00206,"[0.00201, 0.00211]","[0.00201, 0.00211]","[0.00201, 0.00211]",0.00206,0.00206
k/xc,0.0305,"[1.35e-16, 1.35e-16]",0.0305,"[0.0297, 0.0314]","[0.0297, 0.0314]","[0.0297, 0.0314]",0.0313,0.0313
best fit no ext hazard_MedianLifetime,28648.74,184.9300000000003,28648.74,"[28468.870000000003, 28833.670000000002]","[28468.870000000003, 28833.670000000002]","[28468.870000000003, 28833.670000000002]",28648.74,
best fit no ext hazard_MaxLifetime,38680.22,0,38680.22,"[38680.22, 38680.22]","[38680.22, 38680.22]","[38680.22, 38680.22]",38680.22,
best fit_MedianLifetime,28544.33,185.09000000000015,28544.33,"[28364.29, 28729.420000000002]","[28364.29, 28729.420000000002]","[28364.29, 28729.420000000002]",28544.33,
best fit_MaxLifetime,38985.42,0,38985.42,"[38985.42, 38985.42]","[38985.42, 38985.42]","[38985.42, 38985.42]",38985.42,
data_MedianLifetime,27192.5,183.3199999999997,27192.5,"[27011.44, 27375.82]","[27011.44, 27375.82]","[27011.44, 27375.82]",27192.5,
data_MaxLifetime,38872.5,0,38872.5,"[38872.5, 38872.5]","[38872.5, 38872.5]","[38872.5, 38872.5]",38872.5,
ML_lnprob,-370794.76481385506,"[-370794.76481385506, -370794.76481385506]",-370794.76481385506,"[-370794.76481385506, -370794.76481385506]","[-370794.76481385506, -370794.76481385506]","[-370794.76481385506, -370794.76481385506]",-370794.76481385506,-370794.76481385506
