,mean,std,mode,percentile_16,percentile_50,percentile_95,max_likelihood,mode_overall
xc/eta,977.575,"[198.715, 249.414]",833.378,"[775.114, 853.756]","[738.553, 1087.063]","[638.894, 1524.557]",1059.491,834.826
beta/eta,117.264,"[10.074, 11.021]",124.846,"[121.746, 128.025]","[110.096, 128.025]","[99.56, 141.573]",112.319,123.918
xc^2/epsilon,103.573,"[26.082, 34.861]",86.728,"[79.681, 89.213]","[75.303, 118.336]","[56.771, 175.744]",112.878,85.199
xc,52.76,"[31.146, 76.028]",30.72,"[29.576, 40.068]","[29.576, 99.627]","[11.895, 247.719]",95.099,29.7
eta,0.0601,"[0.0353, 0.0856]",0.111,"[0.107, 0.116]","[0.0847, 0.199]","[0.00825, 0.232]",0.0898,0.109
beta,6.921,"[3.921, 9.045]",12.411,"[11.896, 12.948]","[10.042, 21.527]","[1.314, 23.43]",10.082,12.388
epsilon,32.103,"[26.795, 162.052]",103.811,"[96.239, 111.98]","[71.085, 376.218]","[0.558, 437.751]",80.12,108.962
sqrt(xc/eta),31.498,"[3.379, 3.785]",34.187,"[33.777, 35.449]","[30.666, 37.204]","[25.894, 40.0]",32.55,33.85
s= eta^0.5*xc^1.5/epsilon,3.307,"[0.528, 0.628]",3.595,"[3.415, 3.656]","[2.88, 3.656]","[2.347, 4.642]",3.468,3.629
beta*xc/epsilon,12.317,"[0.602, 0.633]",12.154,"[11.883, 12.431]","[11.883, 13.005]","[11.359, 13.605]",11.966,11.943
eta*xc/epsilon,0.105,"[0.00631, 0.00671]",0.107,"[0.105, 0.108]","[0.101, 0.11]","[0.0924, 0.12]",0.107,0.107
Fx=beta^2/eta*xc,13.434,"[4.34, 6.411]",11.233,"[10.471, 12.052]","[10.471, 18.378]","[5.965, 28.025]",11.907,11.482
Dx =beta*epsilon/eta*xc^2,1.102,"[0.331, 0.473]",0.969,"[0.838, 1.018]","[0.838, 1.363]","[0.568, 2.217]",0.995,0.968
Pk=beta*k/epsilon,0.131,"[0.0738, 0.169]",0.178,"[0.169, 0.188]","[0.0996, 0.232]","[0.0252, 0.487]",0.0629,0.169
Fk=beta^2/eta*k,1220.864,"[619.349, 1257.062]",753.466,"[710.454, 799.083]","[561.595, 1278.841]","[443.926, 5241.926]",2264.717,726.115
Dk =beta*epsilon/eta*k^2,17944.173,"[14684.499, 80836.682]",49516.427,"[46018.203, 53280.58]","[46018.203, 148608.593]","[365.455, 230654.415]",35995.864,49744.986
Fk^2/Dk=beta^3/eta*epsilon,172.569,"[49.32, 69.056]",172.907,"[157.572, 189.736]","[157.572, 228.465]","[90.254, 398.872]",142.487,160.74
epsilon/beta^2,0.632,"[0.202, 0.296]",0.71,"[0.663, 0.76]","[0.579, 0.87]","[0.257, 1.496]",0.788,0.504
k/beta,0.0893,"[0.0519, 0.124]",0.0939,"[0.09, 0.107]","[0.0386, 0.138]","[0.0213, 0.38]",0.0496,0.0919
k^2/epsilon,0.0127,"[0.0108, 0.0715]",0.0172,"[0.016, 0.0216]","[0.00192, 0.0252]","[0.000362, 0.705]",0.00312,0.0167
eta/xc,0.00105,"[0.000213, 0.000268]",0.0012,"[0.00117, 0.00129]","[0.00092, 0.00135]","[0.000656, 0.00157]",0.000944,0.0012
beta/xc,0.126,"[0.0356, 0.0495]",0.106,"[0.101, 0.121]","[0.101, 0.159]","[0.0644, 0.228]",0.106,0.148
epsilon/xc^2,0.01,"[0.00252, 0.00337]",0.0115,"[0.0106, 0.0119]","[0.00845, 0.0133]","[0.00569, 0.0176]",0.00886,0.0117
k/xc,0.0108,"[0.00653, 0.0164]",0.0163,"[0.0125, 0.0169]","[0.00431, 0.0169]","[0.00202, 0.042]",0.00526,0.0168
best fit no ext hazard_MedianLifetime,126.67,0.5100000000000051,126.67,"[126.18, 127.18]","[126.18, 127.18]","[126.18, 127.18]",126.67,
best fit no ext hazard_MaxLifetime,200.99,0,200.99,"[200.99, 200.99]","[200.99, 200.99]","[200.99, 200.99]",200.99,
best fit_MedianLifetime,126.46,0.5100000000000051,126.46,"[125.97, 126.97]","[125.97, 126.97]","[125.97, 126.97]",126.46,
best fit_MaxLifetime,205.31,0,205.31,"[205.31, 205.31]","[205.31, 205.31]","[205.31, 205.31]",205.31,
data_MedianLifetime,126.57,0.5100000000000051,126.57,"[126.08999999999999, 127.08]","[126.08999999999999, 127.08]","[126.08999999999999, 127.08]",126.57,
data_MaxLifetime,208.0,0,208.0,"[208.0, 208.0]","[208.0, 208.0]","[208.0, 208.0]",208.0,
ML_lnprob,-23782.520433176218,"[-23782.520433176218, -23782.520433176218]",-23782.520433176218,"[-23782.520433176218, -23782.520433176218]","[-23782.520433176218, -23782.520433176218]","[-23782.520433176218, -23782.520433176218]",-23782.520433176218,-23782.520433176218
